device_name,interface,ip_address
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/0,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/1,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/2,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Et0/3,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/0,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/1,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/2,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW1,Ethernet0/3,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/0,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/1,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/2,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Et0/3,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/0,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/1,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/2,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
SW2,Ethernet0/3,
