device_name,command,parsed_data
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R1,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:30:00"",""neighbor_interface"":""to_R1_Gi2"",""neighbor_name"":""R3.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet0/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R2,show lldp neighbors,"[{""local_interface"":""ge-0/0/2"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:40:00"",""neighbor_interface"":""to_R2_Gi2"",""neighbor_name"":""R4.local""},{""local_interface"":""ge-0/0/0"",""parent_interface"":""-"",""chassis_id"":""aa:bb:cc:00:a0:00"",""neighbor_interface"":""Ethernet1/0"",""neighbor_name"":""WAN""}]"
R3,show lldp neighbors detail,"[{""local_interface"":""Et0/0"",""chassis_id"":""4c96.1493.1d40"",""neighbor_port_id"":""512"",""neighbor_interface"":""ge-0/0/2"",""neighbor_name"":""R1"",""neighbor_description"":""Juniper Networks, Inc. vsrx internet router, kernel JUNOS 18.4R3-S3, Build date: 2020-05-14 10:15:54 UTC Copyright (c) 1996-2020 Juniper Networks, Inc."",""capabilities"":""B,R"",""mgmt_address"":""10.1.12.1"",""vlan_id"":"""",""mac_address"":""5000.0001.0003"",""serial"":"""",""manufacturer"":"""",""hw_revision"":"""",""fw_revision"":"""",""sw_revision"":"""",""platform"":"""",""power_pair"":"""",""power_class"":"""",""power_device_type"":"""",""power_priority"":"""",""power_source"":"""",""power_requested"":""""}]"
R3,show lldp neighbors,"[{""neighbor_name"":""R1"",""local_interface"":""Et0/0"",""capabilities"":""B,R"",""neighbor_interface"":""512""}]"
R3,show lldp neighbors,"[{""neighbor_name"":""R1"",""local_interface"":""Et0/0"",""capabilities"":""B,R"",""neighbor_interface"":""512""}]"
R3,show lldp neighbors detail,"[{""local_interface"":""Et0/0"",""chassis_id"":""4c96.1493.1d40"",""neighbor_port_id"":""512"",""neighbor_interface"":""ge-0/0/2"",""neighbor_name"":""R1"",""neighbor_description"":""Juniper Networks, Inc. vsrx internet router, kernel JUNOS 18.4R3-S3, Build date: 2020-05-14 10:15:54 UTC Copyright (c) 1996-2020 Juniper Networks, Inc."",""capabilities"":""B,R"",""mgmt_address"":""10.1.12.1"",""vlan_id"":"""",""mac_address"":""5000.0001.0003"",""serial"":"""",""manufacturer"":"""",""hw_revision"":"""",""fw_revision"":"""",""sw_revision"":"""",""platform"":"""",""power_pair"":"""",""power_class"":"""",""power_device_type"":"""",""power_priority"":"""",""power_source"":"""",""power_requested"":""""}]"
